Region,Department,Gender,Age,Job_Title,Education_Level,Performance_Score,Work_Hours_Per_Week,Remote_Work_Frequency,Team_Size,Employee_Satisfaction_Score,Industry,Actual_Working_Hours,Employment_Year,Avg_Unemployment_Rate,State_Full,Percent_Treated,Percent_Work_Interference,Percent_Consequences
Florida,HR,Female,30,Developer,Bachelor,2.0,41.0,0,5,3.512179529969505,Consulting,45.14533834199417,2010,11.033333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Michigan,Marketing,Male,24,Consultant,Bachelor,3.0,41.0,100,15,2.786162874716414,Telecommunications,47.236032568125935,2017,4.625,Michigan,55.55555555555556,0.0,22.22222222222222
Georgia,Finance,Male,51,Specialist,Bachelor,5.0,48.0,0,19,2.858381261029592,Telecommunications,48.7468055432617,2017,4.75,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,IT,Female,60,Analyst,,2.0,41.0,0,2,3.794736937046933,Technology,34.50429411165656,2015,5.408333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
North Carolina,HR,Male,35,Team Lead,Master,4.0,41.0,0,15,3.879083822905823,Healthcare,70.7630852296012,2009,10.575000000000001,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Operations,Female,36,Analyst,,3.0,51.0,75,13,2.5148491630673115,Consulting,52.88958889407927,2023,7.106436781609196,Illinois,76.0,16.0,16.0
California,IT,Female,31,Developer,High School,5.0,40.0,50,6,2.023155648481485,Education,42.45219573066302,2007,5.375,California,73.50427350427351,16.23931623931624,27.350427350427353
Ohio,Finance,Other,37,Manager,High School,4.0,46.0,50,11,3.425858768514991,Retail,46.33667668487991,2006,5.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Pennsylvania,Marketing,Male,49,Manager,Bachelor,4.0,38.0,0,12,3.704008043331924,Technology,38.36998965465235,2020,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
California,Engineering,Female,31,Specialist,Bachelor,4.0,42.0,0,11,3.843603352401458,Technology,51.91542788595892,2011,11.708333333333334,California,73.50427350427351,16.23931623931624,27.350427350427353
Illinois,HR,Male,48,Manager,High School,4.0,47.0,75,9,3.4309444930598425,Technology,42.08594002631422,2010,10.366666666666667,Illinois,76.0,16.0,16.0
California,IT,Female,31,Consultant,High School,5.0,40.0,50,6,3.767558503690825,Consulting,40.50954686076925,2022,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,HR,Male,26,Manager,High School,3.0,48.0,0,16,1.7990677463397668,Healthcare,41.6160240609864,2004,5.425,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Legal,Male,39,Specialist,Bachelor,5.0,35.0,0,13,3.74163943284464,Education,35.191992102334424,2004,5.941666666666666,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Michigan,Sales,Male,53,Consultant,Bachelor,4.0,44.0,0,15,2.831348276187328,Consulting,44.31290643141242,2006,7.008333333333333,Michigan,55.55555555555556,0.0,22.22222222222222
New York,Engineering,Female,37,Manager,High School,4.0,43.0,75,2,3.8092252003859697,Healthcare,46.78038418414674,2010,8.591666666666667,New York,73.17073170731707,14.634146341463413,19.51219512195122
North Carolina,IT,Male,33,Developer,,4.0,45.0,75,13,3.96644441236938,Finance,45.79464156105949,2014,6.316666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
Florida,Sales,Other,37,Consultant,Bachelor,3.0,41.0,50,9,2.5803682287059058,Finance,47.99930018523887,2010,11.033333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Pennsylvania,Customer Support,Female,40,Team Lead,Master,4.0,42.0,25,17,4.201198051876225,Technology,40.61524891223629,2022,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Pennsylvania,Sales,Female,59,Consultant,Master,5.0,54.0,75,10,3.2080096244890526,Retail,56.01460846878536,2023,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Texas,Operations,Male,24,Manager,High School,5.0,43.0,0,14,2.5837395143231463,Telecommunications,75.73781696184456,2012,6.741666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Georgia,Finance,Female,48,Analyst,,4.0,41.0,50,17,2.5370214518079583,Finance,44.7431591279655,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Florida,Sales,Male,44,Consultant,Bachelor,2.0,33.0,50,4,3.907594326065953,Consulting,34.31828844838591,2021,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
North Carolina,Operations,Male,33,Analyst,High School,4.0,38.0,50,6,2.931631571356725,Telecommunications,79.4256216403995,2008,6.133333333333333,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,Marketing,Female,45,Coordinator,High School,5.0,54.0,100,13,1.5914437348410897,Retail,37.04722404873011,2021,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Michigan,Sales,Male,43,Developer,Bachelor,5.0,45.0,25,16,1.98362758510005,Retail,49.21448671181501,2014,7.233333333333333,Michigan,55.55555555555556,0.0,22.22222222222222
Georgia,Sales,Female,30,Team Lead,Bachelor,3.0,48.0,75,7,3.1801451466545627,Retail,48.304984361323605,2006,4.7250000000000005,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Operations,Male,37,Specialist,Bachelor,4.0,41.0,25,3,1.854101585835061,Technology,39.85701232228524,2021,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,Customer Support,Female,42,Developer,Master,2.0,49.0,50,1,2.486639542338336,Consulting,52.825066782501246,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,Legal,Male,41,Coordinator,Bachelor,3.0,35.0,0,6,3.5050942805091823,Retail,32.18742709673317,2016,5.816666666666666,Illinois,76.0,16.0,16.0
Illinois,Operations,Female,34,Team Lead,Bachelor,5.0,40.0,0,13,3.1340387816496578,Healthcare,45.54871389440589,2009,10.200000000000001,Illinois,76.0,16.0,16.0
Michigan,HR,Male,24,Specialist,Bachelor,3.0,43.0,50,3,2.759643711362992,Retail,75.97712305160209,2007,7.0,Michigan,55.55555555555556,0.0,22.22222222222222
Georgia,Customer Support,Male,48,Specialist,,4.0,43.0,0,10,3.2336121258620625,Finance,76.65322605404037,2015,5.958333333333333,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Texas,Legal,Female,56,Team Lead,High School,2.0,33.0,50,15,3.024410774302115,Education,34.14283893054664,2020,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Georgia,Finance,Female,48,Analyst,Bachelor,5.0,40.0,75,18,2.707559280792849,Consulting,43.71864801455934,2008,6.266666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Illinois,IT,Male,29,Coordinator,Master,3.0,51.0,0,6,4.617975301828183,Consulting,54.86284492852326,2009,10.200000000000001,Illinois,76.0,16.0,16.0
Texas,Sales,Other,35,Team Lead,High School,3.0,49.0,0,10,3.116646779913305,Retail,50.0512799159951,2020,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,HR,Male,27,Team Lead,Bachelor,4.0,39.0,0,5,3.396565031635696,Technology,42.56683446063586,2008,4.825,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Michigan,HR,Female,45,Coordinator,Bachelor,2.0,35.0,75,4,2.384761925625621,Education,43.22768728817271,2015,5.408333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
Florida,Operations,Female,30,Team Lead,,4.0,43.0,0,18,2.910786394617441,Retail,44.65149245919485,2014,6.266666666666667,Florida,66.66666666666666,25.0,8.333333333333332
New York,Legal,Female,58,Analyst,Bachelor,5.0,50.0,0,1,2.3730251784849656,Technology,53.99560923448941,2008,5.458333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
Pennsylvania,Engineering,Male,45,Coordinator,Master,5.0,40.0,0,9,2.8845903284058787,Telecommunications,59.408848524697405,2023,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Pennsylvania,Customer Support,Male,28,Developer,,4.0,43.0,50,18,2.558967538909473,Telecommunications,74.8257197245586,2005,4.966666666666667,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Florida,Operations,Female,40,Coordinator,High School,5.0,38.0,25,4,3.448404572051784,Retail,41.01914138005742,2023,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Legal,Male,23,Consultant,Bachelor,5.0,31.0,50,13,1.853239734072529,Technology,31.663305075800363,2010,10.491666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
California,HR,Female,57,Consultant,Bachelor,4.0,50.0,0,9,4.242552638256605,Healthcare,51.29823842975358,2006,4.916666666666667,California,73.50427350427351,16.23931623931624,27.350427350427353
Georgia,Legal,Male,35,Specialist,,2.0,32.0,75,1,3.2910952306197534,Finance,34.38496647769949,2017,4.75,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Illinois,Engineering,Male,44,Consultant,High School,5.0,45.0,50,11,3.1212662367028856,Education,43.57136265897137,2009,10.200000000000001,Illinois,76.0,16.0,16.0
Georgia,Engineering,Female,23,Manager,Master,5.0,37.0,0,1,3.021380492976875,Healthcare,58.630407265949394,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Michigan,Finance,Female,42,Developer,Bachelor,3.0,39.0,0,3,4.00571116806708,Finance,45.12875234982528,2007,7.0,Michigan,55.55555555555556,0.0,22.22222222222222
Illinois,Customer Support,Male,60,Analyst,Bachelor,3.0,39.0,50,14,3.33089368178738,Consulting,40.18179042312371,2010,10.366666666666667,Illinois,76.0,16.0,16.0
Illinois,Operations,Male,53,Developer,High School,2.0,56.0,50,10,2.0413565049999525,Telecommunications,61.16240157737511,2010,10.366666666666667,Illinois,76.0,16.0,16.0
Georgia,Marketing,Female,33,Coordinator,Bachelor,4.0,54.0,50,9,2.634203941811501,Finance,55.25445592176239,2017,4.75,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Texas,HR,Female,60,Team Lead,Bachelor,3.0,38.0,100,2,3.265738567961125,Finance,53.07457208810362,2019,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Illinois,HR,Male,51,Developer,Bachelor,5.0,40.0,25,19,3.5921066961749477,Retail,43.84997601150982,2019,7.106436781609196,Illinois,76.0,16.0,16.0
New York,IT,Male,58,Analyst,High School,4.0,33.0,50,18,2.9108949755237625,Finance,34.84373214669733,2010,8.591666666666667,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,Finance,Male,42,Developer,High School,3.0,42.0,25,2,2.829607011921406,Consulting,41.48469287296256,2018,3.9166666666666665,Texas,69.44444444444444,13.88888888888889,36.11111111111111
North Carolina,IT,Female,59,Manager,,5.0,49.0,100,7,3.693416929050388,Consulting,81.48316194564352,2012,9.291666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
California,IT,Male,48,Specialist,,3.0,35.0,0,7,2.442377397420832,Retail,38.00962028016346,2007,5.375,California,73.50427350427351,16.23931623931624,27.350427350427353
Illinois,Operations,Female,34,Developer,Bachelor,5.0,40.0,0,13,3.39538699622498,Healthcare,45.71247386838868,2017,4.9750000000000005,Illinois,76.0,16.0,16.0
Pennsylvania,Finance,Female,28,Analyst,Bachelor,5.0,47.0,50,12,2.33067644631032,Education,36.9993193688629,2008,5.316666666666666,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Florida,Finance,Female,41,Coordinator,Bachelor,3.0,44.0,0,5,3.358885819059011,Finance,45.11399888984175,2021,6.688909313725491,Florida,66.66666666666666,25.0,8.333333333333332
Florida,Sales,Female,55,Manager,High School,3.0,46.0,75,17,3.085866266598225,Education,50.51608479971591,2008,6.3,Florida,66.66666666666666,25.0,8.333333333333332
Ohio,IT,Female,26,Analyst,Bachelor,3.0,41.0,50,10,2.698068593642336,Consulting,44.34385502191703,2018,4.5249999999999995,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Michigan,HR,Female,30,Coordinator,High School,3.0,31.0,50,12,3.522901602379443,Healthcare,78.77800554819744,2021,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
Florida,Finance,Other,36,Manager,Bachelor,5.0,46.0,0,17,2.650707064910687,Healthcare,49.53444494345275,2015,5.441666666666666,Florida,66.66666666666666,25.0,8.333333333333332
New York,HR,Male,48,Team Lead,Bachelor,5.0,33.0,75,13,2.269257482977265,Retail,62.8918752899201,2022,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Florida,Legal,Female,30,Coordinator,Bachelor,5.0,43.0,0,2,3.2139583011721853,Consulting,46.94078294135842,2013,7.233333333333333,Florida,66.66666666666666,25.0,8.333333333333332
North Carolina,HR,Female,34,Consultant,,4.0,48.0,0,12,3.4090393708190945,Telecommunications,51.9655480573997,2006,4.758333333333334,North Carolina,63.63636363636363,0.0,27.27272727272727
Ohio,Finance,Female,23,Team Lead,Bachelor,2.0,40.0,50,2,2.561192572763347,Telecommunications,42.25466888112648,2009,10.291666666666666,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,Engineering,Female,23,Specialist,High School,5.0,37.0,0,9,2.3364359247256377,Healthcare,53.54386960858752,2006,4.758333333333334,North Carolina,63.63636363636363,0.0,27.27272727272727
Georgia,Customer Support,Female,58,Coordinator,Bachelor,3.0,43.0,75,8,3.798977490258006,Healthcare,36.59732264539668,2016,5.366666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Georgia,Engineering,Female,56,Consultant,High School,5.0,42.0,50,9,2.9204389175415044,Retail,83.60166139500924,2013,8.200000000000001,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Marketing,Female,49,Coordinator,Bachelor,3.0,46.0,0,2,2.542987976726965,Finance,48.34369287880167,2005,5.0,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,IT,Male,56,Analyst,Bachelor,4.0,47.0,0,13,2.2141154612005574,Education,49.27794205612773,2021,5.834172661870504,Texas,69.44444444444444,13.88888888888889,36.11111111111111
California,Operations,Male,24,Analyst,Bachelor,4.0,40.0,0,12,4.251977559215112,Consulting,42.54393743199746,2005,5.3999999999999995,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,IT,Male,37,Coordinator,Bachelor,5.0,43.0,0,9,2.7961685551534003,Finance,45.508605961263015,2022,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Michigan,IT,Female,52,Analyst,High School,4.0,42.0,0,10,2.272383739167797,Consulting,42.40795565156738,2012,9.125,Michigan,55.55555555555556,0.0,22.22222222222222
North Carolina,Marketing,Female,53,Developer,Bachelor,4.0,35.0,0,14,2.8286222427236143,Consulting,35.89444855687525,2020,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
Illinois,Sales,Male,56,Developer,High School,3.0,52.0,0,16,3.53623316780076,Finance,56.502248491426144,2004,6.191666666666666,Illinois,76.0,16.0,16.0
Pennsylvania,Operations,Female,22,Specialist,Bachelor,2.0,54.0,75,12,1.8984893767096944,Retail,45.098591236971686,2010,8.433333333333334,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Illinois,Operations,Male,23,Specialist,Master,3.0,58.0,100,15,3.6081533928016274,Technology,58.13530534596895,2007,4.958333333333333,Illinois,76.0,16.0,16.0
Ohio,Customer Support,Male,36,Team Lead,Bachelor,2.0,45.0,0,14,2.9258018754489235,Telecommunications,70.65931132308103,2022,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,IT,Female,50,Specialist,Bachelor,5.0,36.0,0,8,3.846995633459834,Telecommunications,48.74445167312833,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,Engineering,Female,34,Manager,Bachelor,4.0,46.0,50,2,2.369604965934644,Education,47.54758907306788,2007,4.958333333333333,Illinois,76.0,16.0,16.0
Georgia,Engineering,Female,43,Manager,High School,4.0,47.0,100,9,3.3849663805444856,Technology,39.43199098577864,2016,5.366666666666667,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,IT,Female,24,Analyst,Master,2.0,58.0,0,6,3.4287138895727285,Education,57.83786032025668,2010,10.816666666666668,North Carolina,63.63636363636363,0.0,27.27272727272727
Pennsylvania,Engineering,Male,45,Manager,Master,5.0,40.0,0,9,4.113109823160752,Education,62.27799428643586,2022,5.941792929292929,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
Michigan,Engineering,Female,57,Team Lead,Bachelor,3.0,30.0,100,18,3.2983822926757638,Retail,74.84549776933203,2009,13.608333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
New York,Finance,Female,58,Coordinator,High School,3.0,44.0,0,16,3.2049595583586075,Education,44.21999136005881,2021,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Michigan,Sales,Male,59,Coordinator,High School,4.0,45.0,50,18,3.764168633850885,Telecommunications,48.163678880044486,2022,7.796604938271605,Michigan,55.55555555555556,0.0,22.22222222222222
North Carolina,HR,Female,48,Developer,High School,4.0,37.0,50,17,2.6412015776743143,Healthcare,39.64997813567069,2016,5.091666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
Texas,Customer Support,Male,26,Manager,,5.0,36.0,75,11,1.4901937673508812,Healthcare,37.4792920633995,2018,3.9166666666666665,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Customer Support,Male,26,Team Lead,,5.0,36.0,75,11,3.0975940567356166,Finance,36.83764338120176,2011,7.758333333333334,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Ohio,Operations,Female,43,Developer,High School,2.0,35.0,100,17,2.4012224750737112,Technology,37.32296471484766,2011,8.85,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
California,Legal,Female,43,Specialist,Bachelor,4.0,38.0,0,10,3.533021400971812,Retail,41.79091708732965,2010,12.225,California,73.50427350427351,16.23931623931624,27.350427350427353
North Carolina,Operations,Female,48,Analyst,Bachelor,4.0,48.0,25,6,2.9569480057934703,Finance,44.56099117133052,2023,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
Ohio,Sales,Male,23,Developer,Bachelor,4.0,38.0,0,12,2.330784638539148,Telecommunications,53.92677637095757,2017,5.041666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Michigan,Legal,Female,52,Specialist,High School,4.0,40.0,0,5,3.0541823044411904,Education,43.84864426009787,2005,6.783333333333334,Michigan,55.55555555555556,0.0,22.22222222222222
Ohio,Operations,Female,26,Coordinator,Bachelor,5.0,47.0,50,7,3.861114983104215,Technology,47.82870579327841,2006,5.425,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Georgia,Finance,Male,26,Analyst,Master,5.0,38.0,0,15,1.461190306551635,Consulting,32.74221803985715,2017,4.75,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,Sales,Male,55,Team Lead,High School,2.0,38.0,100,11,3.6424806080082552,Telecommunications,41.51231588438863,2015,5.716666666666666,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,HR,Female,33,Coordinator,Bachelor,4.0,50.0,50,19,2.7015924613451343,Consulting,50.1927399027876,2015,5.258333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Finance,Female,28,Team Lead,Master,4.0,36.0,0,18,1.462533740787462,Retail,37.47941383207004,2012,10.375,California,73.50427350427351,16.23931623931624,27.350427350427353
Ohio,Legal,Male,57,Coordinator,High School,3.0,44.0,0,6,1.7056804721325611,Technology,45.58110982028843,2004,6.258333333333333,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,IT,Male,33,Developer,,4.0,45.0,75,13,3.5903064000900184,Finance,48.77554720628041,2010,10.816666666666668,North Carolina,63.63636363636363,0.0,27.27272727272727
North Carolina,Finance,Female,49,Team Lead,Bachelor,5.0,49.0,0,9,1.870299215432334,Technology,74.87272248942224,2010,10.816666666666668,North Carolina,63.63636363636363,0.0,27.27272727272727
Florida,Legal,Male,42,Consultant,Master,4.0,52.0,75,2,1.703375006797926,Finance,52.94773022923602,2017,4.1499999999999995,Florida,66.66666666666666,25.0,8.333333333333332
New York,Finance,Male,47,Specialist,High School,3.0,50.0,0,12,2.2030279596844773,Education,52.3644811666275,2008,5.458333333333333,New York,73.17073170731707,14.634146341463413,19.51219512195122
New York,IT,Male,59,Team Lead,Bachelor,3.0,40.0,50,13,3.443860703623251,Technology,38.57179612876698,2011,8.299999999999999,New York,73.17073170731707,14.634146341463413,19.51219512195122
Illinois,Customer Support,Male,35,Team Lead,Master,4.0,42.0,0,1,2.6804131447556903,Finance,57.55446648500923,2006,4.566666666666666,Illinois,76.0,16.0,16.0
New York,Finance,Male,47,Specialist,High School,3.0,50.0,0,12,3.136223709022038,Finance,52.11417692136885,2006,4.558333333333334,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Engineering,Male,50,Team Lead,Master,4.0,46.0,0,19,3.334102589350174,Healthcare,47.17639862629217,2018,4.5249999999999995,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Customer Support,Male,35,Coordinator,High School,4.0,38.0,50,12,3.5048241690061888,Finance,47.1585240199437,2015,4.425,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Texas,Marketing,Male,26,Manager,Bachelor,3.0,35.0,50,17,4.247151649134991,Technology,50.68166836306771,2013,6.25,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Ohio,IT,Female,26,Developer,Bachelor,4.0,41.0,0,15,4.399691214656072,Consulting,33.775676498397544,2007,5.541666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Pennsylvania,IT,Male,55,Consultant,High School,4.0,53.0,50,18,1.5724805908806392,Retail,58.01698593335656,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
New York,Finance,Female,55,Team Lead,High School,5.0,59.0,50,3,4.292191877119872,Consulting,59.00524202921084,2009,8.316666666666666,New York,73.17073170731707,14.634146341463413,19.51219512195122
Texas,Sales,Female,47,Coordinator,Bachelor,5.0,47.0,50,8,2.891903656825026,Consulting,47.90992068413456,2012,6.741666666666667,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Ohio,Marketing,Other,40,Specialist,High School,2.0,37.0,0,12,1.7686935109267892,Healthcare,84.58288134562655,2023,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Georgia,Customer Support,Female,58,Coordinator,Bachelor,3.0,43.0,75,8,4.20594610962483,Finance,39.0437901051284,2009,9.933333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Illinois,Engineering,Female,22,Coordinator,Master,3.0,52.0,75,13,3.1784630578449526,Healthcare,55.62729597738127,2009,10.200000000000001,Illinois,76.0,16.0,16.0
New York,Legal,Female,57,Team Lead,Bachelor,4.0,40.0,0,1,2.4448402336178834,Telecommunications,43.26596029793231,2022,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Marketing,Female,25,Developer,Bachelor,5.0,47.0,25,10,4.228300929035705,Education,48.75915569435866,2004,4.758333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
North Carolina,Legal,Female,36,Specialist,Bachelor,2.0,36.0,50,2,3.480379033491798,Healthcare,39.69388796241526,2007,4.716666666666667,North Carolina,63.63636363636363,0.0,27.27272727272727
Ohio,Customer Support,Female,46,Specialist,Bachelor,3.0,38.0,0,19,1.6133294687207789,Finance,75.36865577338328,2009,10.291666666666666,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Texas,Legal,Female,36,Team Lead,High School,4.0,33.0,0,7,4.197837221954297,Healthcare,34.12857215158813,2011,7.758333333333334,Texas,69.44444444444444,13.88888888888889,36.11111111111111
Georgia,Sales,Female,36,Specialist,Master,3.0,46.0,50,17,2.431502381034613,Healthcare,48.46398738971863,2011,10.233333333333334,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
New York,Finance,Male,47,Analyst,Bachelor,5.0,46.0,75,11,4.214599381463689,Consulting,43.572002195469,2012,8.516666666666666,New York,73.17073170731707,14.634146341463413,19.51219512195122
Florida,Marketing,Female,43,Manager,Master,3.0,47.0,75,11,2.281264800181769,Retail,49.52637725475313,2009,10.391666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Florida,Marketing,Male,44,Consultant,Bachelor,5.0,45.0,0,2,2.622037407030166,Education,47.64404415579053,2012,8.483333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Georgia,Operations,Female,29,Consultant,Master,5.0,48.0,0,11,2.63771709999756,Healthcare,50.60874872294798,2018,4.0,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,Marketing,Female,37,Analyst,Bachelor,4.0,42.0,0,17,2.950832933144925,Healthcare,45.83068863371639,2009,10.291666666666666,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
Florida,Legal,Male,24,Developer,High School,5.0,31.0,0,2,3.592148068258324,Technology,52.972366093037394,2014,6.266666666666667,Florida,66.66666666666666,25.0,8.333333333333332
Ohio,IT,Female,22,Analyst,Master,5.0,40.0,0,15,2.713883695647116,Finance,50.284371848919854,2010,10.241666666666667,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
New York,Engineering,Male,43,Specialist,Bachelor,3.0,37.0,75,8,3.1270297968714837,Telecommunications,37.71929810271667,2022,6.307580321285141,New York,73.17073170731707,14.634146341463413,19.51219512195122
Ohio,Engineering,Male,45,Analyst,Bachelor,4.0,31.0,0,13,3.242847113251482,Technology,52.52559167020231,2004,6.258333333333333,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
North Carolina,Operations,Female,40,Coordinator,Bachelor,4.0,31.0,50,7,3.8781706003395056,Consulting,34.04162158181299,2022,6.863669064748201,North Carolina,63.63636363636363,0.0,27.27272727272727
New York,Finance,Female,58,Developer,High School,3.0,44.0,0,16,1.5646335403354177,Healthcare,45.29835477715129,2012,8.516666666666666,New York,73.17073170731707,14.634146341463413,19.51219512195122
California,Engineering,Male,50,Manager,Bachelor,5.0,43.0,0,2,3.365033526219874,Consulting,44.35282914524964,2004,6.208333333333333,California,73.50427350427351,16.23931623931624,27.350427350427353
Pennsylvania,IT,Male,29,Analyst,Bachelor,5.0,41.0,0,4,2.952152245244425,Retail,43.010691281425245,2009,8.049999999999999,Pennsylvania,53.84615384615385,7.6923076923076925,15.384615384615385
New York,Sales,Female,46,Manager,Bachelor,2.0,31.0,75,12,2.964912225037766,Finance,33.24881486472779,2007,4.55,New York,73.17073170731707,14.634146341463413,19.51219512195122
Georgia,Sales,Female,48,Team Lead,Bachelor,3.0,40.0,75,18,2.0211533488723354,Technology,82.37143984583334,2012,9.191666666666666,Georgia,54.54545454545454,9.090909090909092,18.181818181818183
Ohio,IT,Female,39,Consultant,Bachelor,3.0,35.0,50,2,2.325217684571359,Telecommunications,35.02693486275863,2020,6.793597560975607,Ohio,74.07407407407408,11.11111111111111,33.33333333333333
California,Legal,Female,50,Team Lead,Bachelor,3.0,31.0,50,2,2.6416804891085373,Healthcare,31.783236312813667,2021,7.645220588235294,California,73.50427350427351,16.23931623931624,27.350427350427353
Florida,Operations,Other,43,Consultant,Bachelor,5.0,41.0,25,8,2.3980350481606667,Education,44.43092564431977,2004,4.608333333333333,Florida,66.66666666666666,25.0,8.333333333333332
Illinois,Legal,Female,53,Team Lead,High School,5.0,38.0,25,8,2.213139339055262,Retail,41.44850023354712,2006,4.566666666666666,Illinois,76.0,16.0,16.0
California,Legal,Female,57,Consultant,High School,5.0,49.0,25,16,2.663520591331494,Technology,79.51659065095451,2011,11.708333333333334,California,73.50427350427351,16.23931623931624,27.350427350427353
